Name,Alcoholic,Photo,Glass,Ingredient 1,Ingredient 2,Ingredient 3,Ingredient 4,Ingredient 5,Ingredient 6,Ingredient 7,Ingredient 8,Ingredient 9,Ingredient 10,Ingredient 11,Ingredient 12,Ingredient 13,Ingredient 14,Ingredient 15,Method,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15
Black Forest Shake,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xxtxsu1472720505.jpg,Collins Glass,Ice,,,,,,,Chocolate syrup,Cherry brandy,Vodka,Milk,,,,,"In a blender put ice cubes, chocolate syrup, cherry brandy, vodka, and milk. Blend very well."," cubes
",,,,,,,"
","
","
","
","
","
","
",
Black Russian,Alcoholic,http://www.thecocktaildb.com/images/media/drink/2k5gbb1504367689.jpg,Old-fashioned glass,Coffee liqueur,,,,,,,Vodka,,,,,,,,Pour the ingredients into an old fashioned glass filled with ice cubes. Stir gently.,3/4 oz ,,,,,,,1 1/2 oz , , , , , ,,
Black and Brown,Alcoholic,http://www.thecocktaildb.com/images/media/drink/wwuvxv1472668899.jpg,Beer pilsner,Guinness stout,,,,,,,Root beer,,,,,,,,CAREFULLY to avoid explosive head formation: Pour Beer glass half full of favorite rootbeer and top off with Guinness.,1/2 ,,,,,,,1/2 , , , , , ,,
Blackthorn,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xvswvy1441209430.jpg,Cocktail glass,Sweet Vermouth,,,,,,,Sloe gin,Lemon peel,,,,,,,Stir sloe gin and vermouth with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,1 oz ,,,,,,,1 1/2 oz ,1 twist of , , , , , ,
Bleeding Surgeon,Alcoholic,http://www.thecocktaildb.com/images/media/drink/usuvvr1472719118.jpg,Collins glass,Dark rum,,,,,,,Orange,Surge,Cranberry juice,,,,,,"Pour Shot of Rum over slice of orange. Fill the remaining space in glass half way full of surge or similar drink. Finish off glass with cranberry juice. Be carefull, warm surge may foam over the glass.",1 shot ,,,,,,,1 slice ,1/2 glass ,1/2 glass , , , , , 
Blind Russian,Alcoholic,http://www.thecocktaildb.com/images/media/drink/wxuqvr1472720408.jpg,Collins glass,Bailey's irish cream,,,,,,,Godiva liqueur,Kahlua,Butterscotch schnapps,Milk,,,,,Fill glass with ice. Add all liquers. Add milk. shake.,3/4 oz ,"
",,,,,,3/4 oz ,3/4 oz ,1/2 oz ," to fill
","
","
","
","
"
Bloody Maria,Alcoholic,http://www.thecocktaildb.com/images/media/drink/yz0j6z1504389461.jpg,Old-fashioned glass,Tequila,,,,,,,Tomato juice,Lemon juice,Tabasco sauce,Celery salt,Lemon,,,,Shake all ingredients (except lemon slice) with cracked ice and strain into an old-fashioned glass over ice cubes. Add the slice of lemon and serve.,1 oz , , ,,,,,2 oz ,1 dash ,1 dash ,1 dash ,1 slice , , , 
Bloody Mary,Alcoholic,http://www.thecocktaildb.com/images/media/drink/uyquuu1439906954.jpg,Old-fashioned glass,Vodka,,,,,,,Tomato juice,Lemon juice,Worcestershire sauce,Tabasco sauce,Lime,,,,"Stirring gently, pour all ingredients into highball glass. Garnish.",1 1/2 oz , , ,,,,,3 oz ,1 dash ,1/2 tsp ,2-3 drops ,1 wedge , , , 
Blue Lagoon,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vak0e51504389504.jpg,Highball glass,Vodka,,,,,,,Blue Curacao,Lemonade,Cherry,,,,,,"Pour vodka and curacao over ice in a highball glass. Fill with lemonade, top with the cherry, and serve.",1 oz ,,,,,,,1 oz ,"
","
","
","
","
","
","
"
Blue Margarita,Alcoholic,http://www.thecocktaildb.com/images/media/drink/qtvvyq1439905913.jpg,Cocktail glass,Tequila,,,,,,,Blue Curacao,Lime juice,Salt,,,,,,"Rub rim of cocktail glass with lime juice. Dip rim in coarse salt. Shake tequila, blue curacao, and lime juice with ice, strain into the salt-rimmed glass, and serve.",1 1/2 oz ,,,,,,,1 oz ,1 oz ,Coarse , , , , , 
Blue Mountain,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vsxssp1441209853.jpg,Old-fashioned glass,Añejo rum,,,,,,,Tia maria,Vodka,Orange juice,Lemon juice,,,,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into an old-fashioned glass alomst filled with ice cubes.",1 1/2 oz , ,,,,,,1/2 oz ,1/2 oz ,1 oz ,1 tsp , , , , 
Bluebird,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vxypsq1441209971.jpg,Cocktail glass,Gin,,,,,,,Triple sec,Blue Curacao,Bitters,Maraschino cherry,Lemon peel,,,,"In a mixing glass half-filled with crushed ice, combine the gin, triple sec, Curacao, and bitters. Stir well. Strain into a cocktail glass and garnish with the lemon twist and the cherry.",1 1/2 oz , , ,,,,,1/2 oz ,1/2 oz ,2 dashes ,1 ,1 twist of , , , 
Bob Marley,Alcoholic,http://www.thecocktaildb.com/images/media/drink/rrqrst1477140664.jpg,Shot glass,Midori melon liqueur,,,,,,,Jägermeister,Goldschlager,,,,,,,Layer in a 2 oz shot glass or pony glass,1/2 oz ,,,,,,,1/2 oz ,1/2 oz , , , , , ,
Bobby Burns Cocktail,Alcoholic,http://www.thecocktaildb.com/images/media/drink/km6se51484411608.jpg,Cocktail glass,Sweet Vermouth,,,,,,,Scotch,Benedictine,Lemon peel,,,,,,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,1 1/2 oz ,,,,,,,1 1/2 oz ,1 1/4 tsp ,1 twist of , , , , , 
Boomerang,Alcoholic,http://www.thecocktaildb.com/images/media/drink/3m6yz81504389551.jpg,Cocktail glass,Gin,,,,,,,Dry Vermouth,Bitters,Maraschino liqueur,Maraschino cherry,,,,,"In a mixing glass half-filled with ice cubes, combine the gin, vermouth, bitters, and maraschino liqueur. Stir well. Strain into a cocktail glass and garnish with the cherry.",2 oz , ,,,,,,1/2 oz ,2 dashes ,1/2 tsp ,1 , , , , 
Boozy Snickers Milkshake,Alcoholic,http://www.thecocktaildb.com/images/media/drink/861tzm1504784164.jpg,Mason jar,Vanilla Ice-Cream,,,,,,,Milk,Godiva liqueur,Whipped Cream,caramel sauce,chocolate sauce,Mini-snickers bars,,,"Place the snickers bars in a plastic bag and roll over them with a rolling pin until crushed. Add crushed snickers pieces, ice cream, milk, caramel sauce, chocolate sauce, and chocolate liquor to a blender. Blend until shake is thick and frothy. Pour into glasses and top with chocolate liquor and whip cream.",3 cups ,,,,,,,1 cup ,1/2 cup ,for topping,"4 tablespoons
","4 tablespoons
","15
",,
Bora Bora,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/xwuqvw1473201811.jpg,Highball glass,Pineapple juice,,,,,,,Passion fruit juice,Lemon juice,Grenadine,,,,,,"Prepare in a blender or shaker, serve in a highball glass on the rocks. Garnish with 1 slice of pineapple and one cherry.",10 cl ,,,,,,,6 cl ,1 cl ,1 cl , , , , , 
Boston Sidecar,Alcoholic,http://www.thecocktaildb.com/images/media/drink/qzs5d11504365962.jpg,Cocktail glass,Light rum,,,,,,,Brandy,Triple sec,Lime,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",3/4 oz ,,,,,,,3/4 oz ,3/4 oz ,Juice of 1/2 , , , , , 
Boston Sour,Alcoholic,http://www.thecocktaildb.com/images/media/drink/kxlgbi1504366100.jpg,Whiskey sour glass,Blended whiskey,,,,,,,Lemon,Powdered sugar,Egg white,Lemon,Cherry,,,,"Shake juice of lemon, powdered sugar, blended whiskey, and egg white with cracked ice and strain into a whiskey sour glass. Add the slice of lemon, top with the cherry, and serve.",2 oz , , ,,,,,Juice of 1/2 ,1 tsp ,1 ,1 slice ,1 , , , 
Bourbon Sling,Alcoholic,http://www.thecocktaildb.com/images/media/drink/3s36ql1504366260.jpg,Highball glass,Sugar,,,,,,,Water,Lemon juice,Bourbon,Lemon peel,,,,,"In a shaker half-filled with ice cubes, combine the sugar, water, lemon juice, and bourbon. Shake well. Strain well. Strain into a highball glass. Garnish with the lemon twist.",1 tsp superfine , ,,,,,,2 tsp ,1 oz ,2 oz ,1 twist of , , , , 
Bourbon Sour,Alcoholic,http://www.thecocktaildb.com/images/media/drink/dms3io1504366318.jpg,Whiskey sour glass,Bourbon,,,,,,,Lemon juice,Sugar,Orange,Maraschino cherry,,,,,"In a shaker half-filled with ice cubes, combine the bourbon, lemon juice, and sugar. Shake well. Strain into a whiskey sour glass, garnish with the orange slice and cherry.",2 oz , ,,,,,,1 oz ,1/2 tsp superfine ,1 ,1 , , , , 
Boxcar,Alcoholic,http://www.thecocktaildb.com/images/media/drink/pwgtpa1504366376.jpg,Whiskey sour glass,Gin,,,,,,,Triple sec,Lemon juice,Grenadine,Egg white,,,,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",1 1/2 oz , ,,,,,,1 oz ,1 tsp ,1/2 tsp ,1 , , , , 
Brain Fart,Alcoholic,http://www.thecocktaildb.com/images/media/drink/rz5aun1504389701.jpg,Punch bowl,Everclear,,,,,,,Vodka,Mountain Dew,Surge,Lemon juice,Rum,,,,Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold.,1 fifth , , ,,,,,1 fifth Smirnoff red label ,2 L ,2 L ,1 small bottle ,1 pint , , , 
Brainteaser,Alcoholic,http://www.thecocktaildb.com/images/media/drink/ruywtq1461866066.jpg,Shot Glass,Sambuca,,,,,,,Erin Cream,Advocaat,,,,,,,"layered erin first, then sambuca and then avocart(should sit in middle of other two. To drink: use a straw to suck up avocart then shot the rest and then suck fumes up through straw.",30 ml white ,,,,,,,30 ml ,5 ml , , , , , ,
Bramble,Alcoholic,http://www.thecocktaildb.com/images/media/drink/lvzl3r1504372526.jpg,Old-Fashioned glass,Gin,,,,,,,lemon juice,Sugar syrup,Creme de Mure,,,,,,"Fill glass with crushed ice. Build gin, lemon juice and simple syrup over. Stir, and then pour blackberry liqueur over in a circular fashion to create marbling effect. Garnish with two blackberries and lemon slice.",4 cl,,,,,,,1.5 cl,1 cl,1.5 cl,, , ,,
Brandon and Will's Coke Float,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xspxyr1472719185.jpg,Beer mug,Vanilla ice-cream,,,,,,,Coca-Cola,Bourbon,,,,,,,"Scoop two large scoops of vanilla ice-cream into frosted beer mug. Next, add 2 ounces Maker's Mark. Then, pour in coke. Gently stir and enjoy.",2 scoops ,,,,,,,1 can ,2 oz , , , , , ,
Brandy Alexander,Alcoholic,http://www.thecocktaildb.com/images/media/drink/tvqxvr1483387746.jpg,Cocktail glass,Brandy,,,,,,,Creme de Cacao,Light cream,Nutmeg,,,,,,Shake all ingredients (except nutmeg) with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,1 oz ,,,,,,,1 oz white ,1 oz ,"
","
","
","
","
","
"
Brandy Cobbler,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vtvutr1439465836.jpg,Old-fashioned glass,Sugar,,,,,,,Club soda,Lemon,Brandy,Maraschino cherry,Orange,,,,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the brandy. Stir well. Garnish with the cherry and the orange and lemon slices.",1 tsp superfine , , ,,,,,3 oz ,1 ,2 oz ,1 ,1 , , , 
Brandy Flip,Alcoholic,http://www.thecocktaildb.com/images/media/drink/6ty09d1504366461.jpg,Whiskey sour glass,Brandy,,,,,,,Egg,Sugar,Light cream,Nutmeg,,,,,"In a shaker half-filled with ice cubes, combine the brandy, egg, sugar, and cream. Shake well. Strain into a sour glass and garnish with the nutmeg.",2 oz , ,,,,,,1 whole ,1 tsp superfine ,1/2 oz ,1/8 tsp grated , , , , 
Brandy Sour,Alcoholic,http://www.thecocktaildb.com/images/media/drink/tu0mts1504366540.jpg,Whiskey sour glass,Brandy,,,,,,,Lemon,Powdered sugar,Lemon,Cherry,,,,,"Shake brandy, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with the lemon slice, top with the cherry, and serve.",2 oz , ,,,,,,Juice of 1/2 ,1/2 tsp ,1/2 slice ,1 , , , , 
Brave Bull Shooter,Alcoholic,http://www.thecocktaildb.com/images/media/drink/yrtypx1473344625.jpg,Shot glass,Tequila,,,,,,,Tabasco sauce,,,,,,,,Pour Tabasco into bottom of shot glass and fill with tequila.,1/2 oz ,,,,,,,1/2 oz , , , , , ,,
Bruce's Puce,Alcoholic,http://www.thecocktaildb.com/images/media/drink/svsvqv1473344558.jpg,Shot glass,Grenadine,,,,,,,Kahlua,Bailey's irish cream,,,,,,,"In a regular-sized shot glass, layer, with a spoon or cherry, the grenadine , the Kahlua , then the Bailey's Irish cream in equal portions. It goes down really smooth ,and you don't even need a chaser. It tastes just like chocolate milk.(Really!)","
",,,,,,,"
","
","
","
","
","
",,
Bruised Heart,Alcoholic,http://www.thecocktaildb.com/images/media/drink/7if5kq1503564209.jpg,Shot glass,Vodka,,,,,,,Chambord raspberry liqueur,Peachtree schnapps,Cranberry juice,,,,,,"Pour all ingredients in a mixing tin over ice, stir, and strain into shot glass",1/2 oz ,,,,,,,1/2 oz ,1/2 oz ,1/2 oz , , , , , 
Bubble Gum,Alcoholic,http://www.thecocktaildb.com/images/media/drink/spuurv1468878783.jpg,Shot glass,Vodka,,,,,,,Banana liqueur,Orange juice,Peach schnapps,,,,,,Layer in order into a shot glass.,1/4 ,,,,,,,1/4 ,1/4 ,1/4 , , , , , 
Buccaneer,Alcoholic,http://www.thecocktaildb.com/images/media/drink/upvtyt1441249023.jpg,Beer pilsner,Corona,,,,,,,Bacardi Limon,,,,,,,,Pour the corona into an 18oz beer glass pour the bacardi limon into the beer stir very gently,1 ,,,,,,,1 shot , , , , , ,,
Bumble Bee #1,Alcoholic,http://www.thecocktaildb.com/images/media/drink/uwqpvv1461866378.jpg,Shot glass,Bailey's irish cream,,,,,,,Kahlua,Sambuca,,,,,,,"This is a layered shot. First pour the Bailey's into the shot glass. Then take an upside down spoon and touch it to the inside wall of the glass. Carefully add the Kahlua. Repeat this process for the Sambuca. If done properly, the alcohol will stay separated and resemble a bumble bee. Enjoy!!!",1/3 oz ,,,,,,,1/3 oz ,1/3 oz , , , , , ,
Butter Baby,Alcoholic,http://www.thecocktaildb.com/images/media/drink/1xhjk91504783763.jpg,Beer mug,Vanilla Ice-Cream,,,,,,,Butterscotch schnapps,Milk,Vodka,,,,,,Blend together in a blender. Serve in a chilled Beer mug with Fresh Blueberries and caramel for topping.,2 scoops ,,,,,,,1 part ,full glass ,2 parts ,"
","
","
",,
Cafe Savoy,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vqwptt1441247711.jpg,Coffee mug,Coffee,,,,,,,Milk,Triple sec,Brandy,,,,,,"Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir.","
",,,,,,,1/2 oz ,1/2 oz , , , , , ,
Caipirinha,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xyrppt1469090521.jpg,Old-fashioned glass,Sugar,,,,,,,Lime,Cachaca,,,,,,,Place lime and sugar into old fashioned glass and muddle (mash the two ingredients together using a muddler or a wooden spoon). Fill the glass with ice and add the Cachaça.,2 tsp,,,,,,,1 ,2 1/2 oz , , , , , ,
Caipirissima,Alcoholic,http://www.thecocktaildb.com/images/media/drink/yd47111503565515.jpg,Collins Glass,Lime,,,,,,,Sugar,White rum,Ice,,,,,,Same as Caipirinha but instead of cachaca you add WHITE RUM. It's great!!!!!!!!,2 ,,,,,,,2 tblsp ,2-3 oz ,crushed , , , , , 
California Lemonade,Alcoholic,http://www.thecocktaildb.com/images/media/drink/qvvxwy1472406424.jpg,Collins glass,Blended whiskey,,,,,,,Lemon,Lime,Powdered sugar,Grenadine,Carbonated water,,,,Shake all ingredients (except carbonated water) with ice and strain into a collins glass over shaved ice. Fill with carbonated water and stir. Decorate with slices of orange and lemon. Add the cherry and serve with a straw.,2 oz ,"
","
",,,,,Juice of 1 ,Juice of 1 ,1 tblsp ,1/4 tsp ,"
","
","
","
"
California Root Beer,Alcoholic,http://www.thecocktaildb.com/images/media/drink/rsxuyr1472719526.jpg,Highball glass,Kahlua,,,,,,,Galliano,Soda water,,,,,,,Put Kahlua and Galliano in highball glass fill with soda,3/4 oz ,,,,,,,3/4 oz ,Fill with , , , , , ,
Campari Beer,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xsqrup1441249130.jpg,Beer mug,Lager,,,,,,,Campari,,,,,,,,Use a 15 oz glass. Add Campari first. Fill with beer.,1 bottle ,,,,,,,1 1/2 cl , , , , , ,,
Caribbean Boilermaker,Alcoholic,http://www.thecocktaildb.com/images/media/drink/svsxsv1454511666.jpg,Beer pilsner,Corona,,,,,,,Light rum,,,,,,,,Pour the Corona into an 18oz beer glass pour the rum into the beer.,1 bottle ,,,,,,,1 shot , , , , , ,,
Caribbean Orange Liqueur,Alcoholic,http://www.thecocktaildb.com/images/media/drink/qwxuwy1472667570.jpg,Collins Glass,Orange,,,,,,,Vodka,Sugar,,,,,,,"Pare very thinly the bright-colored rind from the oranges (no white). Blot the peel on paper towels to remove any excess oil. Put peel in a 4 cup screw-top jar. Add 2 cups vodka. Close jar. Store in a cool, dark place for 2 days or until the vodka has absorbed the flavor. Remove peel and add remaining vodka. Close jar and add remaining cup of vodka. Close the jar and store in a cool dark place at least 1 month to age.",3 large ,,,,,,,3 cups ,1 1/3 cup superfine , , , , , ,
Casino,Alcoholic,http://www.thecocktaildb.com/images/media/drink/1mvjxg1504348579.jpg,Cocktail glass,Gin,,,,,,,Maraschino liqueur,Lemon juice,Orange bitters,Cherry,,,,,Pour all ingredients into shaker with ice cubes. Shake well. Strain into chilled cocktail glass. Garnish with a lemon twist and a maraschino cherry. Serve without a straw.,2 oz , ,,,,,,1/4 tsp ,1/4 tsp ,2 dashes ,1 , , , , 
Casino Royale,Alcoholic,http://www.thecocktaildb.com/images/media/drink/3qpv121504366699.jpg,Whiskey sour glass,Gin,,,,,,,Lemon juice,Maraschino liqueur,Orange bitters,Egg yolk,,,,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",2 oz , ,,,,,,1/2 oz ,1 tsp ,1 dash ,1 , , , , 
Castillian Hot Chocolate,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/3nbu4a1487603196.jpg,Coffee mug,Cocoa powder,,,,,,,Sugar,Cornstarch,Water,Milk,,,,,"Shift the cocoa and sugar together into a medium-sized saucepan. Dissolve the cornstarch in the water, and stir into the cocoa and sugar until it is a smooth paste. Begin heating the mixture, stirring it with a whisk, and gradually pour in the milk. Continue stirring with the whisk as you bring the liquid to a simmer. Allow the chocolate to simmer for about 10 minutes, stirring often, until it is thick, glossy and completely smooth. Serve steaming hot in coffee mug. Serves six.",1/2 cup , ,,,,,,1 cup ,7 tsp ,1/2 cup ,1 qt , , , , 
Champagne Cocktail,Alcoholic,http://www.thecocktaildb.com/images/media/drink/ehh5df1504366811.jpg,Champagne flute,Champagne,,,,,,,Sugar,Bitters,Lemon peel,Cognac,,,,,Add dash of Angostura bitter onto sugar cube and drop it into champagne flute. Add cognac followed by gently pouring chilled champagne. Garnish with orange slice and maraschino cherry.,Chilled ,,,,,,,1 piece ,2 dashes ,1 twist of ,1 dash, , , , 
Cherry Electric Lemonade,,http://www.thecocktaildb.com/images/media/drink/tquyyt1451299548.jpg,Pint glass,Gin,,,,,,,Tequila,Vodka,White rum,Triple Sec,Cherry Grenadine,Sweet and sour,Club soda,,Now stir vigorously and then pour over a large cup of ice. Now drink it with a straw and stir occasionally.,1 oz,,,,,,,1 oz,1 oz,1 oz,1 oz,1 oz,1 oz,3 oz,
Cherry Rum,Alcoholic,http://www.thecocktaildb.com/images/media/drink/twsuvr1441554424.jpg,Cocktail glass,Light rum,,,,,,,Cherry brandy,Light cream,,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",1 1/4 oz ,,,,,,,1 1/2 tsp ,1 tblsp , , , , , ,
Chicago Fizz,Alcoholic,http://www.thecocktaildb.com/images/media/drink/qwvwqr1441207763.jpg,Highball glass,Light rum,,,,,,,Port,Lemon,Powdered sugar,Egg white,Carbonated water,,,,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",1 oz ,"
","
",,,,,1 oz ,Juice of 1/2 ,1 tsp ,1 ,"
","
","
","
"
Chocolate Beverage,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/jbqrhv1487603186.jpg,Coffee mug,Milk,,,,,,,Chocolate,Cinnamon,Egg,,,,,,"Boil milk in the top of a deep double boiler five minutes. Remove from fire and add chocolate, mixed with the cinnamon, a little at a time, beating with molinillo or egg beater after each addition. When the chocolate is thoroughly blended, heat to the boiling point. Place over bottom of double boiler and add eggs, whipping constantly, until they are thoroughly blended and the mixture is frothing. Serve in coffee mug. Serves eight.",6 cups ,,,,,,,3 oz Mexican ,1 tsp powdered ,3 , , , , , 
Chocolate Black Russian,Alcoholic,http://www.thecocktaildb.com/images/media/drink/yyvywx1472720879.jpg,Champagne flute,Kahlua,,,,,,,Vodka,Chocolate ice-cream,,,,,,,Combine all ingredients in an electric blender and blend at a low speed for a short length of time. Pour into a chilled champagne flute and serve.,1 oz ,,,,,,,1/2 oz ,5 oz , , , , , ,
Chocolate Drink,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/q7w4xu1487603180.jpg,Coffee mug,Chocolate,,,,,,,Milk,Water,,,,,,,"Melt the bar in a small amount of boiling water. Add milk. Cook over low heat, whipping gently (with a whisk, i would assume) until heated well. Don't let it boil! Serve in coffee mug.",125 gr,,,,,,,3/4 L ,,,,,,,
Chocolate Milk,Alcoholic,http://www.thecocktaildb.com/images/media/drink/j6q35t1504889399.jpg,Shot Glass,Chocolate liqueur,,,,,,,Milk,Amaretto,,,,,,,"Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!",1/2 shot ,,,,,,,1/2 shot ,1 dash , , , , , ,
Chocolate Monkey,Optional alcohol,http://www.thecocktaildb.com/images/media/drink/tyvpxt1468875212.jpg,Parfait glass,Banana liqueur,,,,,,,Creme de Cacao,Chocolate ice-cream,Chocolate syrup,Chocolate milk,Whipped cream,Cherry,Banana,,"blend liqeuors with ice-cream, milk and syrup. pour into parfait glass, top with whipped cream and garnish with banana and cherry.",1 shot , , , , ,,,2 shots ,2 scoops ,1 oz ,4 oz ,1 ,1 ,1 piece , 
Citrus Coke,Alcoholic,http://www.thecocktaildb.com/images/media/drink/uyrvut1479473214.jpg,Highball Glass,Bacardi Limon,,,,,,,Coca-Cola,,,,,,,,Pour half of coke in a glass. Then add Bacardi and top it off with the remaining coke. Stir and drink up!,1 part ,,,,,,,2 parts , , , , , ,,
City Slicker,Alcoholic,http://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg,Cocktail glass,Brandy,,,,,,,Triple sec,Lemon juice,,,,,,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",2 oz ,,,,,,,1/2 oz ,1 tblsp , , , , , ,
Classic Old-Fashioned,Alcoholic,http://www.thecocktaildb.com/images/media/drink/anhof61504366173.jpg,Old-fashioned glass,Bitters,,,,,,,Water,Sugar,Bourbon,Orange,Maraschino cherry,,,,"In an old-fashioned glass, muddle the bitters and water into the sugar cube, using the back of a teaspoon. Almost fill the glass with ice cubes and add the bourbon. Garnish with the orange slice and the cherry. Serve with a swizzle stick.",3 dashes , , ,,,,,1 tsp ,1 ,3 oz ,1 ,1 , , , 
Clove Cocktail,Alcoholic,http://www.thecocktaildb.com/images/media/drink/qxvtst1461867579.jpg,Cocktail glass,Sweet Vermouth,,,,,,,Sloe gin,Wine,,,,,,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",1 oz ,,,,,,,1/2 oz ,1/2 oz Muscatel , , , , , ,
Clover Club,Alcoholic,http://www.thecocktaildb.com/images/media/drink/t0aja61504348715.jpg,Cocktail glass,Gin,,,,,,,Grenadine,Lemon,Egg white,,,,,,"Dry shake ingredients to emulsify, add ice, shake and served straight up.",1 1/2 oz ,,,,,,,2 tsp ,Juice of 1/2 ,1 , , , , , 
Coffee Liqueur,Alcoholic,http://www.thecocktaildb.com/images/media/drink/ryvtsu1441253851.jpg,Collins Glass,Coffee,,,,,,,Vanilla extract,Sugar,Vodka,Water,,,,,"Combine coffee, sugar and water. Simmer 1 hour and let cool. Add vanilla and vodka. Age in sealed jar 2 to 3 weeks.",10 tblsp instant , ,,,,,,4 tblsp ,2 1/2 cups ,1 qt ,2 1/2 cups , , , , 
Coffee-Vodka,Alcoholic,http://www.thecocktaildb.com/images/media/drink/qvrrvu1472667494.jpg,Collins Glass,Water,,,,,,,Sugar,Coffee,Vanilla,Vodka,Caramel coloring,,,,"Boil water and sugar until dissolved. Turn off heat. Slowly add dry instant coffee and continue stirring. Add a chopped vanilla bean to the vodka, then combine the cooled sugar syrup and coffee solution with the vodka. Cover tightly and shake vigorously each day for 3 weeks. Strain and filter. Its also best to let the sugar mixture cool completely so the vodka won't evaporate when its added. If you like a smoother feel to the liqueur you can add about 1 teaspoon of glycerine to the finished product.",2 cups ,"
","
",,,,,2 cups white ,1/2 cup instant ,1/2 ,1 1/2 cup ,"
","
","
","
"
Coke and Drops,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/yrtxxp1472719367.jpg,Cocktail glass,Coca-Cola,,,,,,,Lemon juice,,,,,,,,"Take a glass, pour the Coke in the glass, then you take 7 drops of lemon juice. Granish with a lemon slice on the rim of the glass.",1 dl ,,,,,,,7 drops , , , , , ,,
Cosmopolitan,Alcoholic,http://www.thecocktaildb.com/images/media/drink/kpsajh1504368362.jpg,Cocktail glass,Absolut Citron,,,,,,,Lime juice,Cointreau,Cranberry juice,,,,,,Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel.,1 1/4 oz ,,,,,,,1/4 oz ,1/4 oz ,1/4 cup , , , , , 
Cosmopolitan Martini,Alcoholic,http://www.thecocktaildb.com/images/media/drink/upxxpq1439907580.jpg,Cocktail Glass,Cointreau,,,,,,,Vodka,Lime,Cranberry juice,,,,,,"Pour all ingredients in mixing glass half filled with ice, shake and strain into chilled Martini glass.",1/2 oz ,,,,,,,1 oz ,Juice of 1/2 ,1 splash , , , , , 
Cranberry Cordial,Alcoholic,http://www.thecocktaildb.com/images/media/drink/qtspsx1472667392.jpg,Collins Glass,Cranberries,,,,,,,Sugar,Light rum,,,,,,,"Place the chopped cranberries in a 2 liter jar that has a tight-fitting lid. Add the sugar and rum. Adjust the lid securely and place the jar in a cool, dark place. Invert the jar and shake it every day for six weeks. Strain the cordial into bottles and seal with corks.",1/2 kg chopped ,,,,,,,3/4 L ,1/2 L , , , , , ,
Cranberry Punch,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/mzgaqu1504389248.jpg,Punch Bowl,Cranberry juice,,,,,,,Sugar,Pineapple juice,Almond flavoring,Ginger ale,,,,,"Combine first four ingredients. Stir until sugar is dissolved, chill. Then add ginger ale just before serving. Add ice ring to keep punch cold.",4 cups , ,,,,,,1 1/2 cup ,4 cups ,1 tblsp ,2 qt , , , , 
Cream Soda,Alcoholic,http://www.thecocktaildb.com/images/media/drink/yqstxr1479209367.jpg,Highball glass,Spiced rum,,,,,,,Ginger ale,,,,,,,,Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale.,1 oz ,,,,,,,"
","
","
","
","
","
",,
