Name,Alcoholic,Photo,Glass,Ingredient 1,Ingredient 2,Ingredient 3,Ingredient 4,Ingredient 5,Ingredient 6,Ingredient 7,Ingredient 8,Ingredient 9,Ingredient 10,Ingredient 11,Ingredient 12,Ingredient 13,Ingredient 14,Ingredient 15,Method,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15
Amaretto Rose,Alcoholic,http://www.thecocktaildb.com/images/media/drink/3jm41q1493069578.jpg,Collins glass,Amaretto,,,,,,,Lime juice,Club soda,,,,,,,Pour amaretto and lime juice over ice in a collins glass. Fill with club soda and serve.,1 1/2 oz ,,,,,,,1/2 oz ,"
","
","
","
","
","
",
Amaretto Shake,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xk79al1493069655.jpg,Collins Glass,Chocolate ice-cream,,,,,,,Brandy,Amaretto,,,,,,,Combine all ingredients in a blender and blend at high speed until smooth. Serve in chilled glass garnished with bittersweet chocolate shavings.,2 scoops ,,,,,,,2 oz ,2 oz , , , , , ,
Amaretto Sour,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xnzc541493070211.jpg,Collins Glass,Amaretto,,,,,,,Sour mix,,,,,,,,Shake and strain. Garnish with a cherry and an orange slice.,1 1/2 oz ,,,,,,,3 oz , , , , , ,,
Amaretto Stinger,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vvop4w1493069934.jpg,Cocktail glass,Amaretto,,,,,,,White Creme de Menthe,,,,,,,,"Shake ingredients well with cracked ice, strain into a cocktail glass, and serve.",1 1/2 oz ,,,,,,,3/4 oz , , , , , ,,
Amaretto Stone Sour,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xwryyx1472719921.jpg,Collins Glass,Amaretto,,,,,,,Sour mix,Orange juice,,,,,,,Shake and Serve over ice,1 part ,,,,,,,1 part ,1 part , , , , , ,
Amaretto Stone Sour #3,Alcoholic,http://www.thecocktaildb.com/images/media/drink/wutxqr1472720012.jpg,Highball glass,Sour mix,,,,,,,Amaretto,Tequila,Orange juice,,,,,,"Shake sour mix, tequila and amaretto with ice. Strain into highball glass. Add a splash of OJ. Garnish with orange slice and a cherry.",2 oz ,,,,,,,2 oz ,2 oz ,Add splash , , , , , 
Amaretto Sunrise,Alcoholic,http://www.thecocktaildb.com/images/media/drink/akcpsh1493070267.jpg,Collins Glass,Amaretto,,,,,,,Orange juice,Grenadine,,,,,,,Mix together the amaretto and orange juice. Pour into glass and then add the grenadine untill you see the sunrise.,1 cl ,,,,,,,4 oz ,1/4 cl , , , , , ,
Amaretto Sunset,Alcoholic,http://www.thecocktaildb.com/images/media/drink/apictz1493069760.jpg,Collins Glass,Triple sec,,,,,,,Amaretto,Cider,Ice,,,,,,"Shake ingredients in bartender's mixer quickly, just 5 shakes. Strain out ice, serve in glass immediately with a slice of orange.",1/2 jigger ,,,,,,,3 shots ,1/2 cup ,Add 1/2 cup , , , , , 
Amaretto Sweet & Sour,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vswwus1472668546.jpg,Margarita/Coupette glass,Amaretto,,,,,,,Sweet and sour,Midori melon liqueur,Pineapple juice,,,,,,"Fill the blender with 3/4 ice. Add sweet & sour mix to the top of the ice. Add about 1"" of pineapple juice, 1/2"" of melon liqeur, and 1/2 to 1/4"" of amaretto. Then blend the mix until it is of margaritta consistency or thinner.","
",,,,,,,"
", , , , , ,,
Amaretto Tea,Alcoholic,http://www.thecocktaildb.com/images/media/drink/b7qzo21493070167.jpg,Pousse cafe glass,Tea,,,,,,,Amaretto,Whipped cream,,,,,,,"Pour hot tea into a pousse-cafe glass, using a spoon in glass to prevent cracking. Add amaretto, but do not stir. Top with chilled whipped cream and serve.",6 oz hot ,,,,,,,2 oz ,Chilled , , , , , ,
Americano,Alcoholic,http://www.thecocktaildb.com/images/media/drink/trwruu1478253126.jpg,Collins glass,Campari,,,,,,,Sweet Vermouth,Lemon peel,Orange peel,,,,,,"Pour the Campari and vermouth over ice into glass, add a splash of soda water and garnish with half orange slice.",1 oz ,,,,,,,1 oz red ,Twist of ,Twist of , , , , , 
Angel Face,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vqpptp1478253178.jpg,Cocktail glass,Apricot brandy,,,,,,,Apple brandy,Gin,,,,,,,Shake all ingredients with ice and strain contents into a cocktail glass.,1/2 oz ,,,,,,,1/2 oz ,1 oz , , , , , ,
Angelica Liqueur,Alcoholic,http://www.thecocktaildb.com/images/media/drink/yuurps1472667672.jpg,Collins Glass,Angelica root,Water,Food coloring,Food coloring,,,,Almond,Allspice,Cinnamon,Anise,Coriander,Marjoram leaves,Vodka,Sugar,"Combine all herbs, nuts and spices with vodka in a 1 quart or larger aging container. Cap tightly and shake daily for 2 weeks. Strain through a fine muslin cloth or coffee filter, discarding solids. Clean out aging container. Place liquid back in container. Place sugar and water in saucepan and stir to combine over medium heat. When sugar is completely dissolved, set aside and let cool. When cool combine with food coloring and add to liqueur liquid. Cap and allow to age and mellow in a cool, dark place for one month.",3 tblsp chopped,1/4 cup ,1 drop yellow ,1 drop green , , , ,1 tblsp chopped ,1 cracked ,1 one-inch ,3-6 crushed ,1/8 tsp powdered ,1 tblsp fresh chopped ,1.5 cup ,1/2 cup granulated 
Apello,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/uptxtv1468876415.jpg,Collins Glass,Orange juice,,,,,,,Grapefruit juice,Apple juice,Maraschino cherry,,,,,,Stirr. Grnish with maraschino cherry.,4 cl ,,,,,,,3 cl ,1 cl ,1 , , , , , 
Apple Berry Smoothie,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/xwqvur1468876473.jpg,Highball Glass,Berries,,,,,,,Apple,,,,,,,,Throw everything into a blender and liquify.,1 cup ,,,,,,,2 , , , , , ,,
Apple Cider Punch #1,Optional alcohol,http://www.thecocktaildb.com/images/media/drink/xrqxuv1454513218.jpg,Collins Glass,Apple cider,,,,,,,Brown sugar,Lemonade,Orange juice,Cloves,Allspice,Nutmeg,Cinnamon,,"If you use the whole all spice and cloves, tie them in cheesecloth. Heat the mixture. Stir occasionally. If you want an alcoholic drink, rum would be nice.",4 qt , , , , ,,,1 cup ,6 oz frozen ,6 oz frozen ,6 whole ,6 whole ,1 tsp ground ,3 sticks , 
Apple Grande,Alcoholic,http://www.thecocktaildb.com/images/media/drink/wqrptx1472668622.jpg,Punch Bowl,Tequila,,,,,,,Apple cider,,,,,,,,Chill both ingredients!! Mix in a tumbler and enjoy!,3 oz ,,,,,,,12 oz , , , , , ,,
Apple Karate,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/syusvw1468876634.jpg,Highball Glass,Apple juice,,,,,,,Carrot,,,,,,,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",2 cups ,,,,,,,1 large , , , , , ,,
Apple Pie with A Crust,Alcoholic,http://www.thecocktaildb.com/images/media/drink/qspqxt1472720078.jpg,Collins Glass,Apple juice,,,,,,,Malibu rum,Cinnamon,,,,,,,Just mix the two liquids and sprinkle in the cinnamon. Serve either cold or heated.,3 parts ,,,,,,,1 part ,3 dashes , , , , , ,
Apple Slammer,Alcoholic,http://www.thecocktaildb.com/images/media/drink/09yd5f1493069852.jpg,Shot glass,7-Up,,,,,,,Apple schnapps,,,,,,,,"pour into a shot glass and present to consumer, they are expected to cover the top of the shotglass with thier palm, raise the glass, slam it on the bar and the swallow quickly.",1 part ,,,,,,,1 part , , , , , ,,
Applecar,Alcoholic,http://www.thecocktaildb.com/images/media/drink/sbffau1504389764.jpg,Cocktail glass,Applejack,,,,,,,Triple sec,Lemon juice,,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",1 oz ,,,,,,,1 oz ,1 oz , , , , , ,
Applejack,Alcoholic,http://www.thecocktaildb.com/images/media/drink/sutyqp1479209062.jpg,Cocktail glass,Jack Daniels,,,,,,,Midori melon liqueur,Sour mix,,,,,,,"Add all ingredients into mixing glass, chill and strain into cocktail glass",1 oz ,,,,,,,1/2 oz ,2 oz , , , , , ,
Apricot Lady,Alcoholic,http://www.thecocktaildb.com/images/media/drink/146f251504389814.jpg,Old-fashioned glass,Light rum,,,,,,,Apricot brandy,Triple sec,Lemon juice,Egg white,Orange,,,,"In a shaker half-filled with ice cubes, combine the rum, apricot brandy, triple sec, lemon juice, and egg white. Shake well. Strain into an old-fashioned glass almost filled with ice cubes. Garnish with the orange slice.",1 1/2 oz , , ,,,,,1 oz ,1 tsp ,1/2 oz ,1 ,1 , , , 
Apricot punch,Alcoholic,http://www.thecocktaildb.com/images/media/drink/tuxxtp1472668667.jpg,Punch bowl,Apricot brandy,,,,,,,Champagne,Vodka,7-Up,Orange juice,,,,,Pour all ingrediants into a large punch bowl. Add ice and 4 oranges that are peeled and divided.,1 qt , ,,,,,,4 fifth ,1 fifth ,4 L ,1/2 gal , , , , 
Archbishop,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xpqwrt1441207307.jpg,Old-fashioned glass,Gin,,,,,,,Wine,Benedictine,Lime,,,,,,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",2 oz ,,,,,,,1 oz Green Ginger ,1 tsp ,1 , , , , , 
Arctic Fish,Alcoholic,http://www.thecocktaildb.com/images/media/drink/ttsvwy1472668781.jpg,Beer pilsner,Vodka,,,,,,,Grape soda,Orange juice,Ice,Candy,,,,,"Fill glass with ice and fish, add vodka, grape soda and orange juice. DO NOT STIR!!!!! Serve well chilled.",1/3 part , ,,,,,,1/3 part ,1/3 part ,lots ,1 dash , , , , 
Arctic Mouthwash,Alcoholic,http://www.thecocktaildb.com/images/media/drink/wqstwv1478963735.jpg,Cocktail glass,Maui,,,,,,,Mountain Dew,Ice,,,,,,,Blend all ingredients in a blender on high until ice is finely crushed. It should be of a slushy consistency. Pour immediately and serve.,5 oz blue ,,,,,,,5 oz ," cubes
","
","
","
","
","
",
Arise My Love,Alcoholic,http://www.thecocktaildb.com/images/media/drink/wyrrwv1441207432.jpg,Champagne flute,Champagne,,,,,,,Green Creme de Menthe,,,,,,,,Put creme de menthe into a champagne flute. Fill with chilled champagne and serve.,Chilled ,,,,,,,1 tsp , , , , , ,,
Arizona Antifreeze,Alcoholic,http://www.thecocktaildb.com/images/media/drink/dbtylp1493067262.jpg,Shot glass,Vodka,,,,,,,Midori melon liqueur,Sweet and sour,,,,,,,Pour all ingredients into shot glass and slam !!!!,1/3 oz ,,,,,,,1/3 oz ,1/3 oz , , , , , ,
Arizona Stingers,Alcoholic,http://www.thecocktaildb.com/images/media/drink/y7w0721493068255.jpg,Hurricane glass,Absolut Vodka,,,,,,,Iced tea,,,,,,,,Place ice cubes in the hurricane glass . Add the 2 HEAPING shots of Absolute Vodka (Note: You can add as many shots of Absolute as you want!) Fill the rest of glass with the Arizona Icetea with lemon. Stir to mix using a spoon. Drink up and enjoy!!!!!!!,2 shots ,,,,,,,12 oz lemon , , , , , ,,
Arizona Twister,Alcoholic,http://www.thecocktaildb.com/images/media/drink/ido1j01493068134.jpg,Hurricane glass,Vodka,,,,,,,Malibu rum,Gold tequila,Orange juice,Pineapple juice,Cream of coconut,Grenadine,Ice,Pineapple,"Just mix in the shots of rum, vodka, and tequila. Add splashes of the three juices, heavy on the pineapple. Top off with grenadine. Crushed ice should already be in glass. Top off the glass with a pineapple wedge.",1 shot , , , , , ,,1 shot ,1 shot ,1 splash ,1 splash ,1 splash ,1 dash ,crushed ,1 wedge 
Army special,Alcoholic,http://www.thecocktaildb.com/images/media/drink/55muhh1493068062.jpg,Cocktail glass,Vodka,,,,,,,Gin,Lime juice cordial,Ice,,,,,,"Pour Vodka, Gin and lime cordial into glass, and top up with crushed ice. Wait for ice to melt slightly and sip without a straw.",30 ml ,,,,,,,30 ml ,45 ml ,1/2 glass crushed , , , , , 
Arthur Tompkins,Alcoholic,http://www.thecocktaildb.com/images/media/drink/7onfhz1493067921.jpg,Whiskey sour glass,Gin,,,,,,,Grand Marnier,Lemon juice,Lemon peel,,,,,,"In a shaker half-filled with ice cubes, combine the gin, Grand Marnier, and lemon juice. Shake well. Strain into a sour glass and garnish with the lemon twist.",2 oz ,,,,,,,1/2 oz ,2 tsp ,1 twist of , , , , , 
Artillery,Alcoholic,http://www.thecocktaildb.com/images/media/drink/g1vnbe1493067747.jpg,Cocktail glass,Sweet Vermouth,,,,,,,Gin,Bitters,,,,,,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",1 1/2 tsp ,,,,,,,1 1/2 oz ,2 dashes , , , , , ,
Artillery Punch,Alcoholic,http://www.thecocktaildb.com/images/media/drink/9a4vqb1493067692.jpg,Punch bowl,Tea,,,,,,,Rye whiskey,Red wine,Rum,Brandy,Benedictine,Orange juice,Lemon juice,,"Combine all the ingredients in a large punch bowl with a block of ice. If found too dry, sugar syrup may be added. Decorate with twists of lemon peel.",1 quart black , , , , ,,,1 quart ,1 fifth ,1 pint Jamaican ,1/2 pint ,1 1/2 oz ,1 pint ,1/2 pint , 
Atlantic Sun,Alcoholic,http://www.thecocktaildb.com/images/media/drink/doyxqb1493067556.jpg,Collins Glass,Vodka,,,,,,,Southern Comfort,Passion fruit syrup,Sweet and sour,Club soda,,,,,"Shake all the ingredients, top the drink with soda. Garnish with a slice of orange.",2 cl Smirnoff , ,,,,,,2 cl ,2 cl ,6 cl ,1 dash , , , , 
Atomic Lokade,Alcoholic,http://www.thecocktaildb.com/images/media/drink/n3zfrh1493067412.jpg,Collins Glass,Lemonade,,,,,,,Vodka,Blue Curacao,Triple sec,Sugar,Ice,,,,"In a shaker, place lemonade, vodka, blue Curacao, and triple sec together. Shake with ice and strain into glass. Add sugar to taste",5 oz , ,,,,,,1 oz ,1/2 oz ,1/2 oz ,"
", , , , 
Auburn Headbanger,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vw7iv91493067320.jpg,Shot glass,Jägermeister,,,,,,,Goldschlager,,,,,,,,Mix in spread glass over ice. Strain and pour in shot glass. Sit down before shotting. ENJOY!!,1 oz ,,,,,,,1 oz , , , , , ,,
Autodafé,Alcoholic,http://www.thecocktaildb.com/images/media/drink/7dkf0i1487602928.jpg,Highball glass,Vodka,,,,,,,Lime juice,Soda water,,,,,,,Mix and fill up with soda water. Drunk by finns on a sunny day any time of the year and day.,4 cl ,,,,,,,1 dash ,"
","
","
","
","
","
",
Avalanche,Alcoholic,http://www.thecocktaildb.com/images/media/drink/uppqty1472720165.jpg,Highball glass,Crown Royal,,,,,,,Kahlua,Cream,,,,,,,"Mix in highball glass over ice, shake well.",1 shot ,,,,,,,1 shot ,Fill with , , , , , ,
Avalon,Alcoholic,http://www.thecocktaildb.com/images/media/drink/3k9qic1493068931.jpg,Highball glass,Vodka,,,,,,,Pisang Ambon,Apple juice,Lemon juice,Lemonade,,,,,"Fill a tall glass with ice. Layer the Finlandia Vodka, lemon and apple juices, Pisang Ambon, and top up with lemonade. Stir slightly and garnish with a spiralled cucumber skin and a red cherry. The cucumber provides zest and looks attractive. This drink, created by Timo Haimi, took first prize in the 1991 Finlandia Vodka Long Drink Competition.",3 parts,"
",,,,,,1 part ,6 parts ,1 1/2 part ,"
","
","
","
","
"
Aviation,Alcoholic,http://www.thecocktaildb.com/images/media/drink/ruutxt1478253328.jpg,Cocktail glass,Gin,,,,,,,lemon juice,maraschino liqueur,,,,,,,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.,4.5 cl,,,,,,,1.5 cl,1.5 cl,,,,,,
Aztec Punch,Alcoholic,http://www.thecocktaildb.com/images/media/drink/uqwuyp1454514591.jpg,Punch bowl,Lemonade,,,,,,,Vodka,Rum,Ginger ale,,,,,,"Mix all ingredients in a pitcher. Mix thoroughly and pour into whatever is available, the bigger the better! This drink packs a big punch, so don't over do it.",1 can ,,,,,,,5 oz ,7 oz ,About 1 bottle , , , , , 
B-52,Alcoholic,http://www.thecocktaildb.com/images/media/drink/5a3vg61504372070.jpg,Shot glass,Bailey's irish cream,,,,,,,Grand Marnier,Kahlua,,,,,,,Layer ingredients into a shot glass. Serve with a stirrer.,1/3 ,,,,,,,1/3 ,1/4 , , , , , ,
B-53,Alcoholic,http://www.thecocktaildb.com/images/media/drink/rwqxrv1461866023.jpg,Collins Glass,Kahlua,,,,,,,Sambuca,Grand Marnier,,,,,,,"Layer the Kahlua, Sambucca and Grand Marnier into a shot glas in that order. Better than B-52",1/3 shot ,,,,,,,1/3 shot ,1/3 shot , , , , , ,
Baby Eskimo,Alcoholic,http://www.thecocktaildb.com/images/media/drink/wywrtw1472720227.jpg,Collins Glass,Kahlua,,,,,,,Milk,Vanilla ice-cream,,,,,,,"Leave ice-cream out for about 10 minutes. Add ingredients in order, stir with chopstick (butter knife or spoon works too). Consume immediately and often. Nice and light, great for following a heavy drink.",2 oz ,,,,,,,8 oz ,2 scoops , , , , , ,
Baby Guinness,Alcoholic,http://www.thecocktaildb.com/images/media/drink/rvyvxs1473482359.jpg,Shot glass,Kahlua,,,,,,,Bailey's irish cream,,,,,,,,"Pour Kahlua, almost filling shot glass. Then, carefully pour Baileys, using wall of shot glass. This will give the ""Guinness"" its ""head"".",2 1/2 oz ,,,,,,,1/2 oz , , , , , ,,
Bacardi Cocktail,Alcoholic,http://www.thecocktaildb.com/images/media/drink/n433t21504348259.jpg,Cocktail glass,Light rum,,,,,,,Lime juice,Sugar syrup,Grenadine,,,,,,Shake together with ice. Strain into glass and serve.,1 3/4 oz Bacardi ,,,,,,,1 oz ,1/2 tsp ,1 dash , , , , , 
Bailey's Dream Shake,Alcoholic,http://www.thecocktaildb.com/images/media/drink/qxrvqw1472718959.jpg,Collins glass,Bailey's irish cream,,,,,,,Vanilla ice-cream,Cream,,,,,,,Blend ingredients for 30 seconds. Definitely refreshing for a hot summer's day !,2 oz ,,,,,,,2 scoops ,"
","
","
","
","
","
",
Balmoral,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vysuyq1441206297.jpg,Cocktail glass,Scotch,,,,,,,Sweet Vermouth,Dry Vermouth,Bitters,,,,,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",1 1/2 oz ,,,,,,,1/2 oz ,1/2 oz ,2 dashes , , , , , 
Banana Cantaloupe Smoothie,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/uqxqsy1468876703.jpg,Highball Glass,Cantaloupe,,,,,,,Banana,,,,,,,,"Juice cantaloupe, pour juice into blender, add banana, and liquify.",Juice of 1/2 ,,,,,,,1 , , , , , ,,
Banana Daiquiri,Alcoholic,http://www.thecocktaildb.com/images/media/drink/k1xatq1504389300.jpg,Champagne flute,Light rum,,,,,,,Triple sec,Banana,Lime juice,Sugar,Cherry,,,,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,1 1/2 oz , , ,,,,,1 tblsp ,1 ,1 1/2 oz ,1 tsp ,1 , , , 
Banana Milk Shake,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/rtwwsx1472720307.jpg,White wine glass,Milk,,,,,,,Orange juice,Sugar syrup,Banana,,,,,,"Blend very well, preferably in a household mixer. Serve in a wine glass, garnish with whipped cream and a piece of banana.",10 cl cold ,,,,,,,4 cl ,2 tsp ,1/2 , , , , , 
Banana Strawberry Shake,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/vqquwx1472720634.jpg,Highball Glass,Strawberries,,,,,,,Banana,Yoghurt,Milk,Honey,,,,,Blend all together in a blender until smooth.,1/2 lb frozen ,"
",,,,,,1 frozen ,1 cup plain ,1 cup ," to taste
","
","
","
","
"
Banana Strawberry Shake Daiquiri-type,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/uvypss1472720581.jpg,Cocktail Glass,Strawberries,,,,,,,Banana,Apple juice,,,,,,,Blend all together in a blender until smooth.,1/2 lb frozen ,,,,,,,1 frozen ,2 cups fresh , , , , , ,
Barracuda,Alcoholic,http://www.thecocktaildb.com/images/media/drink/jwmr1x1504372337.jpg,Margarita glass,Rum,,,,,,,Galliano,Pineapple Juice,Lime Juice,Prosecco,,,,,"Shake pour ingredients with ice. Strain into glass, top with Sparkling wine.",4.5 cl,,,,,,,1.5 cl,6 cl, 1 dash,top up , , ,,
Belgian Blue,Alcoholic,http://www.thecocktaildb.com/images/media/drink/rttsxw1441245419.jpg,Highball glass,Vodka,,,,,,,Coconut liqueur,Blue Curacao,Sprite,,,,,,Just pour all ingredients in the glass and stir...,2 cl ,,,,,,,1 cl ,1 cl ,Fill with , , , , , 
Bellini,Alcoholic,http://www.thecocktaildb.com/images/media/drink/eaag491504367543.jpg,Champagne Flute,Champagne,,,,,,,Peach schnapps,,,,,,,,"Pour peach purée into chilled flute, add sparkling wine. Stir gently.",6 oz ,,,,,,,1 oz , , , , , ,,
Bellini Martini,Alcoholic,http://www.thecocktaildb.com/images/media/drink/3h9wv51504389379.jpg,Cocktail glass,Ice,,,,,,,Vodka,Peach nectar,Peach schnapps,Lemon peel,,,,,"Add ice cubes to shaker.
Add vodka.
Add peach schnapps.
Add peach nectar.
Shake.
Strain into glass.
Add lemon twist peel.",8 cubes , ,,,,,,3 oz ,1.5 oz ,1.5 oz ,1 , , , , 
Bermuda Highball,Alcoholic,http://www.thecocktaildb.com/images/media/drink/qrvtww1441206528.jpg,Highball glass,Brandy,,,,,,,Gin,Dry Vermouth,Carbonated water,Lemon peel,,,,,"Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",3/4 oz ,"
",,,,,,3/4 oz ,3/4 oz ,"
","
","
","
","
","
"
